time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-04T12:27:54.910Z,17.927,-66.955,4,3.1,md,23,218,0.0898,0.15,pr,pr2020186007,2020-07-04T20:30:22.693Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.56,0.38,0.4,19,reviewed,pr,pr
2020-07-04T12:26:59.000Z,38.1718,-117.9525,11.8,2.1,ml,20,116.48,0.012,0.2,nn,nn00756679,2020-07-04T12:32:32.492Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-04T12:26:08.150Z,38.1463,-117.9842,13.8,1.4,ml,10,83.4,0.053,0.1,nn,nn00756678,2020-07-04T12:32:22.402Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-04T12:25:09.420Z,38.1725,-117.7883,12.6,0.6,ml,10,85.3,0.064,0.07,nn,nn00756677,2020-07-04T12:28:34.077Z,"37 km SE of Mina, Nevada",earthquake,,10.3,,,automatic,nn,nn
2020-07-04T12:23:28.710Z,17.9425,-67.0066,5,3.28,md,24,220,0.0463,0.12,pr,pr2020186008,2020-07-04T20:26:06.151Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.44,0.26,0.22,24,reviewed,pr,pr
2020-07-04T12:23:20.810Z,46.7701666666667,-121.912166666667,2.78,0.05,ml,9,224,0.06861,0.11,uw,uw61653211,2020-07-04T17:30:01.870Z,"9 km E of Ashford, Washington",earthquake,0.69,1.2,0.0393008875496693,3,reviewed,uw,uw
2020-07-04T12:21:29.450Z,40.7448333,-112.0628333,9.45,1.76,ml,37,40,0.01454,0.15,uu,uu60400402,2020-07-06T14:17:23.020Z,"5 km NE of Magna, Utah",earthquake,0.26,0.52,0.175,7,reviewed,uu,uu
2020-07-04T12:16:43.980Z,33.4971667,-116.7886667,4.43,0.01,ml,21,47,0.01803,0.14,ci,ci39279127,2020-07-07T18:12:48.814Z,"9km NE of Aguanga, CA",earthquake,0.19,0.36,0.182,5,reviewed,ci,ci
2020-07-04T12:12:11.371Z,35.6717,82.4358,10,4.6,mb,,105,7.048,0.98,us,us7000ahwr,2020-07-04T12:56:27.040Z,"275 km SE of Hotan, China",earthquake,8.7,1.9,0.072,57,reviewed,us,us
2020-07-04T12:05:37.400Z,38.1885,-117.87,4.7,1.5,ml,16,76.54,0.019,0.09,nn,nn00756672,2020-07-04T12:27:24.603Z,"30 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-04T12:05:23.800Z,36.4615,-118.009,5.61,1.78,ml,19,171,0.0613,0.21,ci,ci39279119,2020-07-06T14:48:37.707Z,"15km SSE of Lone Pine, CA",earthquake,0.44,0.94,0.133,22,reviewed,ci,ci
2020-07-04T12:04:08.640Z,35.6623333,-117.4673333,6.63,1.91,ml,25,90,0.07578,0.16,ci,ci39279111,2020-07-06T14:49:04.750Z,"13km SSW of Searles Valley, CA",earthquake,0.32,0.8,0.179,26,reviewed,ci,ci
2020-07-04T12:03:51.850Z,38.1755,-117.8075,6.8,0.8,ml,11,97.38,0.015,0.08,nn,nn00756668,2020-07-04T12:07:54.302Z,"35 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-04T12:03:03.370Z,38.1997,-117.7288,11.8,1,ml,10,162.71,0.031,0.02,nn,nn00756666,2020-07-04T12:06:13.871Z,"39 km ESE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-07-04T11:59:23.471Z,60.2083,-153.1688,139.1,2.3,ml,,,,0.62,ak,ak0208jsv0in,2020-07-04T12:06:31.578Z,"63 km E of Port Alsworth, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-04T11:55:22.318Z,38.1457,-117.8883,10.3,2.7,ml,30,48.95,0.017,0.1183,nn,nn00756661,2020-07-05T02:19:12.768Z,"33 km SE of Mina, Nevada",earthquake,,0.5,0.34,15,reviewed,nn,nn
2020-07-04T11:53:23.680Z,37.9721667,-118.6226667,5.09,1.33,md,15,146,0.2938,0.07,nc,nc73421316,2020-07-04T23:15:04.077Z,"38km SSW of Qualeys Camp, NV",earthquake,0.67,9.47,0.111,14,reviewed,nc,nc
2020-07-04T11:52:33.180Z,37.4636667,-118.8253333,1.7,0.66,md,12,311,0.1262,0.07,nc,nc73421306,2020-07-04T18:44:03.320Z,"17km SW of Toms Place, CA",earthquake,1.03,31.61,0.114,11,reviewed,nc,nc
2020-07-04T11:34:40.320Z,38.1648,-117.9553,10.7,1.4,ml,22,77.25,0.028,0.1,nn,nn00756656,2020-07-04T11:55:36.326Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-04T11:33:20.890Z,40.5825,-121.6911667,2.95,0.66,md,10,103,0.1012,0.04,nc,nc73421301,2020-07-04T18:34:03.241Z,"7km N of Viola, CA",earthquake,0.73,2.75,0.227,10,reviewed,nc,nc
2020-07-04T11:31:43.210Z,36.52816667,-98.9855,8.04,1.52,ml,22,137,0.04949028832,0.08,ok,ok2020naww,2020-07-04T11:54:33.755Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.21,10,reviewed,ok,ok
2020-07-04T11:28:17.149Z,36.52766667,-98.9865,7.99,1.78,ml,26,138,0.04949028832,0.06,ok,ok2020nawu,2020-07-06T18:17:46.614Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.1,0.15,10,reviewed,ok,ok
2020-07-04T11:27:47.500Z,36.53183333,-98.98366667,7.42,1.62,ml,41,102,0.04949028832,0.14,ok,ok2020nawt,2020-07-06T18:06:40.998Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.14,7,reviewed,ok,ok
2020-07-04T11:25:16.769Z,36.3695,-97.374,6.28,0.93,ml,34,102,0.1178768685,0.3,ok,ok2020nawr,2020-07-06T20:32:11.596Z,"11 km NW of Perry, Oklahoma",earthquake,,0.8,0.25,9,reviewed,ok,ok
2020-07-04T11:24:21.198Z,63.6194,-151.8397,0,0.9,ml,,,,1.24,ak,ak0208jsnic6,2020-07-04T11:29:21.752Z,"10 km NNW of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-07-04T11:22:11.570Z,17.9075,-66.9593,4,3.43,md,23,220,0.1048,0.2,pr,pr2020186006,2020-07-05T11:23:32.558Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.71,0.42,0.21,25,reviewed,pr,pr
2020-07-04T11:18:49.830Z,38.029,-118.7327,7,0.7,ml,8,124.95,0.287,0.06,nn,nn00756655,2020-07-04T11:35:32.680Z,"32 km NW of Benton, California",earthquake,,9.6,,,automatic,nn,nn
2020-07-04T11:09:33.960Z,38.8224983,-122.8065033,4.19,0.55,md,9,103,0.002929,0.01,nc,nc73421296,2020-07-04T12:03:04.783Z,"7km NW of The Geysers, CA",earthquake,0.73,2.79,,1,automatic,nc,nc
2020-07-04T11:08:23.362Z,60.63,-151.8617,72.6,0.9,ml,,,,0.47,ak,ak0208jsk334,2020-07-04T11:13:27.361Z,"29 km W of Salamatof, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-07-04T11:07:57.353Z,60.6871,-160.0805,6.9,1.1,ml,,,,0.49,ak,ak0208jsjxxw,2020-07-04T11:11:45.939Z,"66 km SE of Tuluksak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-04T11:05:44.400Z,36.2223333,-117.881,2.52,1.28,ml,17,103,0.1067,0.19,ci,ci39279095,2020-07-06T14:49:55.711Z,"13km ESE of Olancha, CA",earthquake,0.43,0.67,0.189,16,reviewed,ci,ci
2020-07-04T11:01:55.750Z,32.8681667,-116.0216667,7.93,1.14,ml,35,37,0.04792,0.18,ci,ci39279087,2020-07-07T18:08:18.330Z,"15km N of Ocotillo, CA",earthquake,0.18,0.53,0.144,17,reviewed,ci,ci
2020-07-04T11:01:15.020Z,38.0433333,-118.8115,5.76,1.43,md,22,97,0.3187,0.07,nc,nc73421291,2020-07-04T23:10:05.050Z,"26km SE of Bodie, CA",earthquake,0.32,7.98,0.229,23,reviewed,nc,nc
2020-07-04T10:49:52.302Z,64.6386,-149.2303,15,1.1,ml,,,,0.78,ak,ak0208js7i0s,2020-07-04T10:54:31.757Z,"6 km NW of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-04T10:40:39.250Z,38.1432,-117.917,7.5,1.3,ml,11,139.15,0.022,0.1,nn,nn00756650,2020-07-04T11:02:14.525Z,"32 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-04T10:39:18.430Z,33.3175,-115.6933333,6.88,1.47,ml,41,79,0.04841,0.23,ci,ci39279079,2020-07-07T18:00:08.560Z,"5km SE of Bombay Beach, CA",earthquake,0.21,0.62,0.099,37,reviewed,ci,ci
2020-07-04T10:36:41.510Z,38.8095016,-122.8280029,0.7,0.56,md,9,99,0.001115,0.02,nc,nc73421281,2020-07-04T11:36:03.632Z,"7km WNW of The Geysers, CA",earthquake,0.31,0.63,,1,automatic,nc,nc
2020-07-04T10:36:23.930Z,38.1798,-117.8662,5.8,2,ml,26,50.86,0.017,0.11,nn,nn00756646,2020-07-04T10:41:58.342Z,"31 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-07-04T10:33:24.530Z,38.1452,-118.0208,0.1,1.3,ml,14,117.57,0.03,0.08,nn,nn00756643,2020-07-04T10:37:16.275Z,"28 km SSE of Mina, Nevada",earthquake,,3.1,,,automatic,nn,nn
2020-07-04T10:33:03.220Z,36.52666667,-98.98566667,7.72,1.18,ml,32,139,0.04859046489,0.08,ok,ok2020nauy,2020-07-06T17:17:13.394Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,,13,reviewed,ok,ok
2020-07-04T10:32:18.660Z,52.0778333,-176.0956667,-1.52,-0.68,ml,4,221,0.0391,0.06,av,av70905809,2020-07-07T01:15:23.740Z,"43 km ENE of Adak, Alaska",earthquake,0.37,0.31,0.145,4,reviewed,av,av
2020-07-04T10:31:09.860Z,38.1502,-118.018,0.3,1.2,ml,16,102.51,0.038,0.12,nn,nn00756639,2020-07-04T10:34:36.304Z,"27 km SSE of Mina, Nevada",earthquake,,3.6,,,automatic,nn,nn
2020-07-04T10:26:57.760Z,44.3743333,-115.21,10.46,2.4,ml,11,76,0.308,0.24,mb,mb80446224,2020-07-06T23:30:08.200Z,"27 km NW of Stanley, Idaho",earthquake,0.59,1.21,0.214,12,reviewed,mb,mb
2020-07-04T10:26:27.580Z,46.762,-121.917666666667,0.53,0.98,ml,17,220,0.07517,0.1,uw,uw61653186,2020-07-04T16:59:08.950Z,"8 km E of Ashford, Washington",earthquake,0.53,4.35,0.159876546587626,11,reviewed,uw,uw
2020-07-04T10:23:13.480Z,36.69516667,-99.69433333,7,1.68,ml,41,89,0.2870436722,0.14,ok,ok2020nauq,2020-07-06T17:07:41.457Z,"9 km NNE of May, Oklahoma",earthquake,,1,0.13,4,reviewed,ok,ok
2020-07-04T10:22:02.490Z,38.2362,-117.6777,1,1.2,ml,16,191.55,0.027,0.15,nn,nn00756632,2020-07-04T10:25:34.614Z,"41 km ESE of Mina, Nevada",earthquake,,13.8,,,automatic,nn,nn
2020-07-04T10:18:26.430Z,38.1715,-117.8752,14.3,1.4,ml,12,74.69,0.019,0.13,nn,nn00756630,2020-07-04T10:23:14.882Z,"31 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-04T10:17:39.390Z,37.475,-118.8481667,7.21,0.84,md,25,171,0.1158,0.04,nc,nc73421276,2020-07-04T18:12:03.096Z,"18km WSW of Toms Place, CA",earthquake,0.34,1.27,0.204,19,reviewed,nc,nc
2020-07-04T10:16:13.090Z,38.1607,-117.9682,6.7,1.3,ml,11,108.25,0.02,0.1,nn,nn00756628,2020-07-04T10:19:35.144Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-04T10:06:50.610Z,17.9465,-66.9948,4,3.11,md,23,212,0.0545,0.15,pr,pr2020186005,2020-07-04T10:41:59.970Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.35,0.25,15,reviewed,pr,pr
2020-07-04T10:03:50.759Z,36.52783333,-98.98133333,7.54,1.37,ml,25,134,0.04679081805,0.06,ok,ok2020naua,2020-07-06T16:41:25.318Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,0.19,8,reviewed,ok,ok
2020-07-04T10:03:33.990Z,36.53016667,-98.98183333,7.29,1.62,ml,54,102,0.04859046489,0.14,ok,ok2020natz,2020-07-06T16:21:08.213Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.18,10,reviewed,ok,ok
2020-07-04T10:03:30.956Z,56.6881,-153.594,27.6,2.3,ml,,,,0.31,ak,ak0208jrxljl,2020-07-04T10:07:30.683Z,"45 km SE of Akhiok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-04T09:58:19.250Z,38.0578,-118.0792,2.4,0.8,ml,9,226.77,0.045,0.13,nn,nn00756626,2020-07-04T10:03:13.146Z,"37 km S of Mina, Nevada",earthquake,,13.7,,,automatic,nn,nn
2020-07-04T09:56:43.790Z,32.8633333,-116.2265,10.16,1.82,ml,71,51,0.1117,0.2,ci,ci39279071,2020-07-07T17:50:01.690Z,"26km WNW of Ocotillo, CA",earthquake,0.16,0.45,0.19,56,reviewed,ci,ci
2020-07-04T09:55:35.110Z,38.1952,-117.7553,9.7,1.4,ml,18,96.48,0.043,0.08,nn,nn00756623,2020-07-04T10:00:36.115Z,"37 km SE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-07-04T09:53:00.704Z,39.0604,70.9065,10,5.4,mww,,21,0.463,1.21,us,us7000ahv9,2020-07-07T09:28:02.568Z,"46 km E of Rasht, Tajikistan",earthquake,4.4,1.7,0.08,15,reviewed,us,us
2020-07-04T09:52:54.460Z,35.9031667,-117.699,9.03,0.72,ml,19,69,0.05958,0.1,ci,ci39279063,2020-07-07T17:36:15.466Z,"19km E of Little Lake, CA",earthquake,0.19,0.4,0.219,7,reviewed,ci,ci
2020-07-04T09:48:43.460Z,35.6308333,-117.4326667,2.76,0.98,ml,21,127,0.05036,0.14,ci,ci39279055,2020-07-07T17:31:28.442Z,"15km S of Searles Valley, CA",earthquake,0.23,0.3,0.075,7,reviewed,ci,ci
2020-07-04T09:46:33.350Z,38.1762,-117.8043,12.4,1.8,ml,22,73.94,0.051,0.07,nn,nn00756617,2020-07-04T09:52:57.451Z,"35 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-04T09:40:45.820Z,35.6318333,-117.4135,5.65,1.13,ml,14,176,0.06017,0.16,ci,ci39279047,2020-07-06T15:04:27.850Z,"15km SSW of Trona, CA",earthquake,0.52,0.86,0.187,13,reviewed,ci,ci
2020-07-04T09:33:28.533Z,64.4124,-147.2915,13.1,0.4,ml,,,,0.45,ak,ak0208jril4l,2020-07-04T09:37:02.834Z,"22 km SW of Salcha, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-04T09:33:21.060Z,35.8673333,-117.6698333,7.09,1.24,ml,26,42,0.07813,0.14,ci,ci39279039,2020-07-07T17:27:16.420Z,"23km ESE of Little Lake, CA",earthquake,0.16,0.48,0.137,13,reviewed,ci,ci
2020-07-04T09:32:45.070Z,38.2078,-117.6258,3.9,1.1,ml,13,154.77,0.036,0.05,nn,nn00756615,2020-07-04T09:47:13.499Z,"38 km WNW of Tonopah, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-07-04T09:32:45.000Z,44.5416667,-115.2511667,12.65,2.61,ml,19,82,0.449,0.22,mb,mb80446204,2020-07-06T23:24:55.510Z,"43 km NW of Stanley, Idaho",earthquake,0.41,0.87,0.247,17,reviewed,mb,mb
2020-07-04T09:31:29.460Z,38.1537,-117.9568,11.2,0.7,ml,8,216.78,0.045,0.04,nn,nn00756614,2020-07-04T09:35:13.154Z,"29 km SSE of Mina, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-07-04T09:27:08.410Z,46.7661666666667,-121.912833333333,1.6,0.68,ml,15,215,0.07182,0.1,uw,uw61653176,2020-07-04T16:49:15.260Z,"9 km E of Ashford, Washington",earthquake,0.52,1.44,0.191761158017044,8,reviewed,uw,uw
2020-07-04T09:25:30.420Z,38.1893,-117.7683,3.6,0.6,ml,10,129.09,0.065,0.08,nn,nn00756611,2020-07-04T09:30:13.543Z,"37 km SE of Mina, Nevada",earthquake,,5.7,,,automatic,nn,nn
2020-07-04T09:20:10.020Z,35.8695,-117.6656667,7.67,1.13,ml,28,69,0.0771,0.12,ci,ci39279031,2020-07-07T17:22:29.131Z,"23km ESE of Little Lake, CA",earthquake,0.15,0.43,0.175,13,reviewed,ci,ci
2020-07-04T09:16:39.200Z,35.6695,-117.4793333,2.81,0.91,ml,14,153,0.08399,0.2,ci,ci39279023,2020-07-06T15:14:37.963Z,"13km SSW of Searles Valley, CA",earthquake,0.46,0.72,0.125,9,reviewed,ci,ci
2020-07-04T09:15:05.440Z,44.2095,-115.1098333,8.99,2.42,ml,16,73,0.255,0.22,mb,mb80446194,2020-07-06T23:36:52.670Z,"13 km W of Stanley, Idaho",earthquake,0.57,1.1,0.166,13,reviewed,mb,mb
2020-07-04T09:14:59.862Z,59.9284,-152.8681,102.7,1.3,ml,,,,0.36,ak,ak0208jrekxu,2020-07-04T09:20:18.938Z,"60 km WNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-07-04T09:10:03.552Z,64.7492,-149.1653,29.3,0.6,ml,,,,1.35,ak,ak0208jrdlqb,2020-07-04T09:14:56.847Z,"16 km N of Four Mile Road, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-04T09:08:46.960Z,36.53383333,-98.98366667,7.01,2.02,ml,101,63,0.04859046489,0.19,ok,ok2020nase,2020-07-06T16:07:59.844Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.2,17,reviewed,ok,ok
2020-07-04T09:03:17.050Z,35.648,-117.5303333,7.2,1.45,ml,17,148,0.08275,0.17,ci,ci39279015,2020-07-06T15:14:58.964Z,"14km ENE of Ridgecrest, CA",earthquake,0.36,1.32,0.161,19,reviewed,ci,ci
2020-07-04T08:59:36.939Z,36.53416667,-98.98083333,7.69,1.45,ml,46,101,0.05128993517,0.15,ok,ok2020nart,2020-07-06T15:37:24.905Z,"10 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.11,6,reviewed,ok,ok
2020-07-04T08:57:07.400Z,37.9267,-118.1158,8.6,0.7,ml,10,218.9,0.087,0.25,nn,nn00756610,2020-07-04T09:27:13.791Z,"29 km N of Dyer, Nevada",earthquake,,21.7,,,automatic,nn,nn
2020-07-04T08:53:50.969Z,36.53016667,-98.98133333,7,0.66,ml,23,131,0.04859046489,0.1,ok,ok2020narr,2020-07-07T21:56:54.051Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.19,8,reviewed,ok,ok
2020-07-04T08:51:21.280Z,37.6393,-116.668,13.9,2.2,ml,8,191.24,0.791,0.05,nn,nn00756609,2020-07-04T08:59:02.520Z,"50 km E of Goldfield, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-04T08:50:38.320Z,38.2178,-117.7448,5.9,1.3,ml,20,96.36,0.031,0.08,nn,nn00756605,2020-07-04T08:58:55.508Z,"37 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-04T08:46:53.130Z,38.2188,-117.7863,0.2,1.4,ml,19,52.91,0.049,0.17,nn,nn00756602,2020-07-04T08:51:36.425Z,"34 km SE of Mina, Nevada",earthquake,,11.5,,,automatic,nn,nn
2020-07-04T08:44:00.970Z,36.527,-98.98366667,7.6,0.54,ml,20,137,0.04769064147,0.04,ok,ok2020narm,2020-07-07T21:58:05.474Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,0.22,5,reviewed,ok,ok
2020-07-04T08:43:06.790Z,36.52916667,-98.98533333,6.74,0.36,ml,6,162,0.04949028832,0.01,ok,ok2020narl,2020-07-07T21:58:28.337Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.06,2,reviewed,ok,ok
2020-07-04T08:42:59.869Z,36.52566667,-98.98233333,7.76,0.9,ml,24,138,0.04589099462,0.06,ok,ok2020nark,2020-07-07T21:33:52.245Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.1,0.19,8,reviewed,ok,ok
2020-07-04T08:42:36.039Z,36.527,-98.984,7.5,0.91,mlv,13,137,0.04769064147,0.04,ok,ok2020narj,2020-07-07T21:34:17.134Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.13,7,reviewed,ok,ok
2020-07-04T08:42:00.010Z,36.52583333,-98.98383333,7.96,0.71,ml,19,138,0.04679081805,0.07,ok,ok2020nari,2020-07-07T21:08:24.618Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.13,6,reviewed,ok,ok
2020-07-04T08:41:57.820Z,36.5295,-98.97933333,7.33,0.5,ml,19,131,0.04679081805,0.1,ok,ok2020narh,2020-07-07T20:59:25.581Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.4,0.08,4,reviewed,ok,ok
2020-07-04T08:39:53.090Z,36.52866667,-98.97916667,7.85,1.03,ml,24,132,0.04589099462,0.1,ok,ok2020narf,2020-07-07T20:05:57.557Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.11,5,reviewed,ok,ok
2020-07-04T08:38:16.120Z,36.52733333,-98.98583333,7.99,1.08,ml,25,138,0.04949028832,0.07,ok,ok2020nare,2020-07-06T22:00:07.113Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.24,7,reviewed,ok,ok
2020-07-04T08:35:52.144Z,66.3031,-157.4592,0,1.3,ml,,,,0.94,ak,ak0208jqxmrv,2020-07-04T08:40:39.208Z,"66 km SSW of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-04T08:35:36.490Z,36.31083333,-98.15516667,6.61,1.49,ml,61,62,0.03869240723,0.17,ok,ok2020narb,2020-07-06T15:17:06.008Z,"7 km NNE of Ames, Oklahoma",earthquake,,0.3,0.23,10,reviewed,ok,ok
2020-07-04T08:34:37.909Z,36.52683333,-98.98216667,7.67,0.57,ml,24,136,0.04679081805,0.08,ok,ok2020narc,2020-07-06T21:45:36.833Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.13,7,reviewed,ok,ok
2020-07-04T08:31:55.270Z,36.53116667,-98.98133333,7.88,1.06,ml,26,130,0.04949028832,0.1,ok,ok2020naqz,2020-07-06T14:38:58.795Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.17,7,reviewed,ok,ok
2020-07-04T08:31:08.630Z,36.53166667,-98.98216667,6.96,1.82,ml,57,99,0.04949028832,0.17,ok,ok2020naqy,2020-07-06T14:28:13.245Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.17,14,reviewed,ok,ok
2020-07-04T08:29:30.840Z,38.8153343,-122.821167,2.74,0.32,md,16,52,0.008992,0.02,nc,nc73421256,2020-07-04T10:28:04.227Z,"7km NW of The Geysers, CA",earthquake,0.26,0.66,0.24,2,automatic,nc,nc
2020-07-04T08:27:19.990Z,38.0456667,-118.7665,5.43,1.32,md,19,98,0.291,0.08,nc,nc73421261,2020-07-04T23:06:04.026Z,"28km SE of Bodie, CA",earthquake,0.49,31.61,0.12,16,reviewed,nc,nc
2020-07-04T08:26:47.800Z,36.1533333,-117.9868333,2.22,0.76,ml,16,83,0.1126,0.18,ci,ci39279007,2020-07-06T15:15:37.969Z,"12km NNW of Coso Junction, CA",earthquake,0.5,0.77,0.171,8,reviewed,ci,ci
2020-07-04T08:24:21.300Z,37.8782,-118.0757,0.1,0.7,ml,11,201.39,0.056,0.17,nn,nn00756596,2020-07-04T08:28:33.105Z,"23 km N of Dyer, Nevada",earthquake,,15.9,,,automatic,nn,nn
2020-07-04T08:21:31.350Z,36.5295,-98.98066667,7.77,0.51,ml,22,132,0.04769064147,0.07,ok,ok2020naqp,2020-07-06T21:38:46.312Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.17,6,reviewed,ok,ok
2020-07-04T08:19:33.500Z,36.53,-98.9815,7.87,1.28,ml,28,132,0.04859046489,0.08,ok,ok2020naqo,2020-07-06T21:32:37.653Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.2,7,reviewed,ok,ok
2020-07-04T08:19:15.160Z,36.5305,-98.981,7.92,0.89,ml,27,131,0.04859046489,0.09,ok,ok2020naqn,2020-07-06T21:31:29.172Z,"10 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.23,4,reviewed,ok,ok
2020-07-04T08:18:50.490Z,38.1718,-117.9843,0.6,1.4,ml,14,100.13,0.027,0.06,nn,nn00756593,2020-07-04T08:26:14.052Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-04T08:17:04.338Z,36.52780914,-98.98197937,10.24301624,1.82,ml,10,134.666275,0.0469122231,0.05788833871,ok,ok2020naqm,2020-07-06T21:01:35.241Z,"9 km NE of Quinlan, Oklahoma",earthquake,,17.5004595,,8,automatic,ok,ok
2020-07-04T08:16:17.920Z,36.53116667,-98.982,8.11,0.39,ml,20,131,0.04949028832,0.13,ok,ok2020naql,2020-07-06T21:01:57.975Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.5,0.17,6,reviewed,ok,ok
2020-07-04T08:15:26.670Z,19.1821670532227,-155.502670288086,35.9500007629395,1.84000003,md,43,82,,0.0900000036,hv,hv72029337,2020-07-04T08:18:45.410Z,"3 km SW of P?hala, Hawaii",earthquake,0.51,0.899999976,1.34000003,8,automatic,hv,hv
2020-07-04T08:14:37.720Z,39.7151667,-110.753,-3.26,1.08,md,10,158,0.01715,0.09,uu,uu60400392,2020-07-06T15:00:07.320Z,"5 km ENE of Kenilworth, Utah",earthquake,0.36,0.86,0.11,9,reviewed,uu,uu
2020-07-04T08:13:48.609Z,36.5285,-98.98383333,7.6,1.57,ml,39,135,0.04859046489,0.1,ok,ok2020naqh,2020-07-06T14:14:51.905Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.2,0.19,8,reviewed,ok,ok
2020-07-04T08:09:22.170Z,38.2647,-117.7002,7.2,0.5,ml,12,167.96,0.038,0.1,nn,nn00756592,2020-07-04T08:19:53.539Z,"38 km ESE of Mina, Nevada",earthquake,,11.5,,,automatic,nn,nn
2020-07-04T08:09:12.820Z,35.8023333,-117.6135,8.61,0.79,ml,12,106,0.01865,0.14,ci,ci39278999,2020-07-07T05:07:10.862Z,"19km WNW of Searles Valley, CA",earthquake,0.34,0.64,0.026,3,reviewed,ci,ci
2020-07-04T08:08:46.690Z,44.9685,-122.738833333333,17.58,1.91,ml,27,60,0.1094,0.22,uw,uw61653151,2020-07-04T16:39:12.780Z,"5 km SE of Silverton, Oregon",earthquake,0.31,0.71,0.135640121092391,20,reviewed,uw,uw
2020-07-04T08:01:26.200Z,43.7288333333333,-121.2675,1.67,-0.05,ml,5,99,0.01476,0.06,uw,uw61653146,2020-07-04T16:20:17.240Z,"19 km ESE of Three Rivers, Oregon",earthquake,0.5,1.69,0.126637944098426,4,reviewed,uw,uw
2020-07-04T08:01:08.540Z,19.3291664123535,-155.133163452148,4.3899998664856,1.9,ml,12,139,,0.129999995,hv,hv72029297,2020-07-04T08:06:41.150Z,"15 km S of Fern Forest, Hawaii",earthquake,0.55,1.75999999,0.22,4,automatic,hv,hv
